,Bank0,Bank1,Bank2,Bank3,Bank4,Bank5,Bank6,Bank7,DIMMBER,Label,Pattern,Temperature,VendorMask,tRAS,tRCD,tRP,Model
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x55,20,C,35.0,12.5,10.0,C-M0
134,0.0,0.000346081331372,2.79890373349e-05,3.59686091542e-05,3.78582626581e-06,5.37279993296e-06,5.16576692462e-05,0.000238377600908,8.86541092768e-05,y22,0x55,20,C,35.0,12.5,7.5,C-M0
135,0.0,0.248291015625,0.247436523438,0.248138427734,0.247741699219,0.247497558594,0.248016357422,0.247772216797,0.216861724854,y22,0x55,20,C,35.0,12.5,5.0,C-M0
136,0.0,0.247650146484,0.248138427734,0.24755859375,0.247802735306,0.248229980469,0.247924804688,0.247924805619,0.216903686756,y22,0x55,20,C,35.0,12.5,2.5,C-M0
137,0.0,0.247802734375,0.248016357422,0.247528076172,0.247772216797,0.247894287109,0.247741699219,0.248016357422,0.216846466064,y22,0x33,20,C,35.0,12.5,2.5,C-M0
138,0.0,0.495605473407,0.495483402163,0.495239260606,0.494934082031,0.495788579807,0.495666511357,0.495422366075,0.433517459431,y22,0xff,20,C,35.0,12.5,2.5,C-M0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0xff,20,C,35.0,12.5,10.0,C-M0
140,0.0,0.000302514992654,2.4207867682e-05,3.42130661011e-05,8.05221498013e-06,5.35324215889e-06,5.85615634918e-05,0.000277107581496,8.87513160706e-05,y22,0xff,20,C,35.0,12.5,7.5,C-M0
141,0.0,0.494750976562,0.495422363281,0.4951171875,0.495544433594,0.495727539062,0.494995117188,0.495239257812,0.433349609375,y22,0xff,20,C,35.0,12.5,5.0,C-M0
142,0.0,0.495239258744,0.495483403094,0.495117190294,0.495483401231,0.494995120913,0.495849616826,0.495849611238,0.433502200292,y22,0xff,20,C,35.0,12.5,2.5,C-M0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x33,20,C,35.0,12.5,10.0,C-M0
144,0.0,0.000354292802513,3.80054116249e-05,4.7049485147e-05,4.77954745293e-06,8.38935375214e-06,6.38132914901e-05,0.000283574685454,9.99880721793e-05,y22,0x33,20,C,35.0,12.5,7.5,C-M0
145,0.0,0.247741699219,0.248168945312,0.247802734375,0.247467041016,0.247833251953,0.247467041016,0.247802734375,0.216785430908,y22,0x33,20,C,35.0,12.5,5.0,C-M0
146,0.0,0.247863769531,0.247802735306,0.24755859375,0.247833257541,0.247680664062,0.247406005859,0.248168945312,0.21678924642,y22,0x33,20,C,35.0,12.5,2.5,C-M0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x0,20,C,35.0,12.5,12.5,C-M0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x0,20,C,35.0,12.5,10.0,C-M0
149,0.0,0.001240093261,0.000121022574604,0.000166088342667,2.25147232413e-05,2.97706574202e-05,0.000262569636106,0.00105978184263,0.000362730129709,y22,0x0,20,C,35.0,12.5,7.5,C-M0
150,0.0,0.24755859375,0.247619629838,0.247741699219,0.248107910156,0.248077392578,0.247802734375,0.247955322266,0.216857910273,y22,0x55,20,C,35.0,12.5,2.5,C-M0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x33,20,C,35.0,12.5,10.0,C-M0
152,0.0,0.00121910497546,0.000166527926922,0.000198011286557,1.44504010677e-05,4.09614294767e-05,0.000250177457929,0.000951337628067,0.000355071388185,y22,0x33,20,C,35.0,12.5,7.5,C-M0
153,0.0,0.247711181641,0.248382568359,0.247009277344,0.247619628906,0.247894287109,0.247711181641,0.247528076172,0.216732025146,y22,0x33,20,C,35.0,12.5,5.0,C-M0
154,0.0,0.247772216797,0.247680664062,0.247985839844,0.247802736238,0.247589111328,0.247253417969,0.247635151978,0.216714892277,y22,0x33,20,C,35.0,12.5,2.5,C-M0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x33,20,C,35.0,12.5,12.5,C-M0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y22,0x33,20,C,35.0,12.5,10.0,C-M0
